# a	b	kn_cost  (trigram-backed, kappa=1000.0, d=0.75)
たか	分から	5116
たか	君	8323
たか	思い出す	8334
たか	思い出せ	8334
たか	教え	5116
たか	新月	6726
たか	月	8333
たか	検査	8334
たか	決める	8334
たか	知っ	4528
たか	知ら	4839
たか	知り	8332
たか	知る	8334
たか	私	6721
たか	聞い	8330
たか	表現	6725
たか	見つける	8334
たか	覚え	5770
たか	言っ	8326
たか	説明	8331
たか	誰	5290
たか	負け	6725
たかあ	なた	1386
たかい	。	416
たかい	ね	3783
たかい	服	3784
たかい	飲物	3784
たかかっ	てき	1386
たかし	ら	163
たかっ	た	164
たかっ	たこ	5894
たかっ	ただ	4288
たかっ	たで	5897
たかっ	たも	4287
たかっ	たら	3700
たかっ	たん	5896
たかっ	てい	3698
たかな	。	133
たかね	。	469
たから	、	2216
たから	。	2613
たから	あったか	6328
たから	せる	4718
たから	だ	1712
たから	だと	4129
たから	で	2356
たから	です	1468
たから	とい	2960
たから	な	6291
たから	なあ	4718
たから	に	3486
たから	ね	2717
たから	クビ	6328
たから	仕事	6321
たから	成功	6326
たから	政治	6327
たから	行か	6327
たから	買う	6327
たから	間違い	6325
たから	食べ	6325
たからう	まく	1386
たが	、	410
たが	。	7416
たが	あいにく	7660
たが	けが	7660
たが	すぐ	5463
たが	すばらしい	7654
たが	その	6045
たが	その後	6051
たが	それ	5095
たが	だめ	4828
たが	ちょうど	6051
たが	ついに	7660
たが	でき	6043
たが	ない	7551
たが	まったく	7659
たが	むだ	6051
たが	ダメ	4616
たが	・	6048
たが	上手	7655
たが	不可能	7658
たが	不在	7660
たが	事業家	7661
たが	二度	7659
たが	今	5463
たが	今回	6051
たが	会っ	7654
たが	何	4616
たが	何に	7659
たが	全く	7654
たが	再び	5096
たが	出来	7654
たが	列車	6050
たが	効果的	6051
たが	勇敢	7658
たが	勇気	7655
たが	吉日	7661
たが	同じ	7651
たが	困ら	7660
たが	図ら	7661
たが	外	7651
たが	失敗	3947
たが	妻	7656
たが	完全	7657
たが	実	7658
たが	寝	5463
たが	寝ら	7660
たが	寝る	7653
たが	幸せ	7651
たが	彼	4615
たが	彼女	5094
たが	後	7651
たが	徐々	7660
たが	忘れ	7653
たが	急い	6051
たが	怪我	7657
たが	患者	7659
たが	意味	5095
たが	我々	7654
たが	断ら	7661
たが	最後	6050
たが	札入れ	7661
たが	残念	7657
たが	殺そう	7661
たが	無意味	7659
たが	無理	5096
たが	無駄	3487
たが	犬	6050
たが	理解	5463
たが	眠っ	6051
たが	眠れ	6051
たが	私	6043
たが	空っぽ	7660
たが	結局	7659
たが	結果的	7661
たが	行か	7656
たが	被害	7657
たが	見つから	7660
たが	見つける	7659
たが	話	7640
たが	誰	4616
たが	負け	7658
たが	財布	5464
たが	逃げ	5096
たが	針	7659
たが	間違い	7649
たが	頑張っ	7653
たがい	なかっ	2078
たがい	に	2065
たがう	べき	2079
たがう	まく	2079
たがえ	ず	1386
たがお	互い	1386
たがっ	た	2495
たがっ	て	2947
たがっ	てい	171
たがら	ない	260
たがら	なかっ	2261
たがり	まし	2770
たがり	ます	2769
たがり	屋	2772
たがり	野山	2773
たがる	。	202
たがる	だろう	4643
たがる	人	2447
たき	た	874
たき	たな	2485
たく	あなた	4661
たく	あり	3998
たく	お金	7468
たく	がまん	7495
たく	こんな	7493
たく	ただ	5884
たく	だめ	7491
たく	ちば	7494
たく	て	2253
たく	てや	4929
たく	ない	1097
たく	ないと	4276
たく	なかっ	2546
たく	なく	4928
たく	なくなっ	7481
たく	なっ	3525
たく	なら	7460
たく	なる	3152
たく	なるほど	7494
たく	の	3975
たく	はあ	5872
たく	はな	5880
たく	はない	4127
たく	ひどい	7487
たく	よく	7473
たく	わかっ	7491
たく	わから	7488
たく	をし	5286
たく	をす	5873
たく	テレビ	7482
たく	ユーモア	7494
たく	一人	7482
たく	不可能	7492
たく	不向き	5886
たく	事実	7487
たく	人気	7488
たく	似	5298
たく	住む	7492
たく	価値	5884
たく	信じ	7491
たく	偶然	5298
たく	分から	5885
たく	別	4662
たく	別問題	5886
たく	同じ	4450
たく	同じく	7493
たく	同意	7492
たく	君	5881
たく	困難	5885
たく	堅い	7495
たく	変わっ	7488
たく	孤独	7494
たく	害	7494
たく	平凡	7495
たく	引け	7495
たく	当	7495
たく	当然	7491
たく	役	7483
たく	往生	7495
たく	思っ	4276
たく	意味	5884
たく	感動	7492
たく	我慢	7487
たく	新しい	7483
たく	日本語	7492
たく	時代遅れ	7494
たく	期待	7491
たく	根拠	5886
たく	正直	5885
たく	死ん	7486
たく	母親	7490
たく	気	7466
たく	泳げ	7493
たく	満足	5885
たく	無意味	7493
たく	無知	7494
たく	無頓着	7495
たく	理屈	7494
たく	理解	7487
たく	疑問	7491
たく	疲れ	5884
たく	発表	7493
たく	的外れ	7495
たく	知ら	7484
たく	知り	5885
たく	確実	7492
たく	神経	7494
たく	私	7444
たく	聞き飽き	7495
たく	自分	5882
たく	興味	7488
たく	落着	7495
たく	遅い	7491
たく	違う	4930
たく	違っ	7493
たく	適し	7495
たく	間違っ	7489
たく	関係	4276
たく	関心	7493
たく	馬耳東風	7495
たくさん	、	6505
たくさん	あっ	9077
たくさん	あり	5437
たくさん	ある	6887
たくさん	いただき	9083
たくさん	いれ	9084
たくさん	うみだし	9087
たくさん	お	9055
たくさん	お金	5165
たくさん	ください	7473
たくさん	くれ	9083
たくさん	ここ	9070
たくさん	し	9057
たくさん	だ	5857
たくさん	つけ	6521
たくさん	とりなさ	9086
たくさん	とるこ	9086
たくさん	の	208
たくさん	のこ	6251
たくさん	のも	9054
たくさん	もうけ	9086
たくさん	もらい	9084
たくさん	もらっ	7477
たくさん	やった	9081
たくさん	ビル	7476
たくさん	与え	6889
たくさん	並ん	5437
たくさん	乗せ	9086
たくさん	付い	9084
たくさん	休む	9083
たくさん	休め	9086
たくさん	休養	9086
たくさん	住ん	9080
たくさん	作っ	7476
たくさん	使う	9081
たくさん	使っ	6042
たくさん	倒す	9086
たくさん	働い	3828
たくさん	働け	5437
たくさん	入っ	5338
たくさん	入れ	5719
たくさん	出し	9079
たくさん	勉強	9069
たくさん	友達	9070
たくさん	取っ	6889
たくさん	取る	9084
たくさん	在庫	9086
たくさん	売っ	7477
たくさん	売る	9083
たくさん	得る	6521
たくさん	手	6252
たくさん	払っ	9084
たくさん	持っ	4167
たくさん	持つ	9084
たくさん	摘ん	9086
たくさん	教え	7476
たくさん	日記	9085
たくさん	星	5437
たくさん	時間	7470
たくさん	書い	9079
たくさん	書か	9083
たくさん	朝	9080
たくさん	朝食	9081
たくさん	木	7476
たくさん	本	4952
たくさん	欲しい	5248
たくさん	歌	9079
たくさん	残り	9085
たくさん	水	9073
たくさん	犯し	9086
たくさん	生き	9081
たくさん	知っ	5867
たくさん	稼ぐ	9086
たくさん	練習	9081
たくさん	置い	9084
たくさん	見	6887
たくさん	見せ	9083
たくさん	記事	9083
たくさん	記憶	7476
たくさん	読ん	6253
たくさん	貯め	9085
たくさん	貯金	6889
たくさん	買う	9080
たくさん	買っ	9080
たくさん	酒	9080
たくさん	間違っ	5437
たくさん	降っ	6253
たくさん	降り	5868
たくさん	降る	7477
たくさん	降れ	7477
たくさん	集め	9084
たくさん	雨	3807
たくさん	雪が	9081
たくさん	食べ	6521
たくさん	食べる	6888
たくさん	飲ま	7477
たくさん	飲み	6253
たくさん	飲む	6521
たくさん	飲ん	9081
たくし	ない	1385
たくす	ばらし	1386
たくましい	。	1383
たくも	ない	470
たくら	いで	470
たくらみ	に	1379
たくらん	で	287
たけ	ど	59
たけだ	っ	1386
たけの	力	1386
たけれ	ど	1103
たけれ	ども	843
たけれ	ば	2001
たけれ	ば行	2932
たけん	か	470
たげ	に	1379
たこ	こ	6822
たこ	こと	8996
たこ	と	767
たこ	とある	7410
たこ	とお	7410
たこ	とか	5523
たこ	とから	7410
たこ	とが	1358
たこ	とさ	6822
たこ	とし	6453
たこ	とじ	6822
たこ	となら	7410
たこ	とば	9019
たこ	とも	6186
たこ	ともない	5975
たこ	とよ	5975
たこ	の	8868
たこ	は	2078
たこ	ろ	6186
たこ	を	2078
たご	み	2996
たご	みを	2996
たご	褒美	2996
たご	飯	1386
たさ	。	2073
たさ	ら	2079
たし	、	1761
たし	が	4172
たし	がそ	4194
たし	がな	5788
たし	た	2757
たし	たち	3240
たし	て	3602
たし	となら	5805
たし	なさい	4193
たし	に	2087
たし	にご	4195
たし	の	2189
たし	のす	5802
たし	は	3591
たし	ましょう	5798
たし	ます	2585
たし	まっ	5804
たし	より	4193
たし	ら	4194
たし	を	3587
たし	ジェーン	5804
たし	不親切	5805
たし	僕	5803
たし	工場	5804
たしか	しそ	3620
たしか	に	1003
たしか	り	2010
たしか	先週	1885
たしなめ	た	1383
たす	ぐ	1261
たす	ぐあ	4094
たす	っ	4093
たす	ばらし	1529
たす	べ	1529
たすけ	てく	2078
たすけ	られ	2079
たずね	た	239
たずね	たと	4681
たずね	て	4674
たずね	てき	2485
たずねる	。	3453
たずねる	だけ	1268
たずねる	よ	1856
たずねる	手紙	1856
たせ	い	4093
たせ	いか	4094
たせ	いで	381
たせ	いであ	4094
たせ	いと	4094
たそ	の	193
たそ	れ	3072
たそ	んな	3073
たそう	だ	642
たそう	だね	3648
たそう	で	2690
たそう	です	1365
たそう	に	5215
たそう	にし	3647
たた	だ	3167
たた	ない	1568
たた	の	1562
たた	よ	3176
たたい	た	220
たたい	たこ	4563
たたい	て	2953
たたい	てい	4557
たたえ	ず	1386
たたえ	た	2982
たたえ	てい	2988
たたえ	られ	2994
たたか	かっ	2821
たたか	く	461
たたか	くし	4431
たたか	くす	4431
たたか	くそ	4431
たたか	すぎ	4430
たたか	ない	4421
たたかい	。	2129
たたかい	です	2130
たたかい	と	4288
たたかい	の	4229
たたかい	のみ	4330
たたかい	上	4329
たたかい	冬	4330
たたかい	家	4327
たたかい	日	4328
たたかい	水	4329
たたかい	温度	4330
たたかい	飲み物	2721
たたかい	飲む	2721
たたかわせ	た	1383
たたきあげ	た	1383
たたき上げ	た	874
たたき上げ	で	2475
たたき出す	ぞ	1386
たたく	こと	3326
たたく	ところ	3331
たたく	な	1134
たたく	もの	3329
たたく	親	3332
たたけ	たたく	1386
たたこ	と	1383
たたずみ	その	1386
たたずん	で	1381
たたっ	た	1383
たため	、	1359
たため	し	5694
たため	しがない	4094
たため	それ	5698
たため	た	5603
たため	だ	4077
たため	だと	5684
たため	で	5560
たため	です	3498
たため	に	1589
たため	にし	5679
たため	にな	4088
たため	中央線	5704
たため	事故	4094
たため	今	5701
たため	仕事	5694
たため	体	5699
たため	列車	4094
たため	彼	4091
たため	彼の	5698
たため	手	5698
たため	止める	5703
たため	目	4093
たため	私	4091
たため	裁判	5703
たため	解雇	5703
たため	試験	5700
たため	通る	5703
たため	遅れ	5701
たため	顔	5700
たため	飛行機	5701
たたら	、	1384
たたれ	た	1383
たたん	で	469
ただ	、	1982
ただ	。	6792
ただ	あこがれ	8436
ただ	いた	6826
ただ	いて	4544
ただ	いてよ	6827
ただ	き	3947
ただ	きたい	4629
ただ	きみ	5065
ただ	く	8427
ただ	くこ	8435
ただ	くに	8435
ただ	け	1469
ただ	ける	4325
ただ	けれ	6239
ただ	だらだら	5065
ただ	ちょっと	5065
ただ	で	3149
ただ	でこ	2500
ただ	と	8265
ただ	な	8342
ただ	なく	6823
ただ	なら	6823
ただ	の	2457
ただ	ひとつ	3376
ただ	ひとり	8435
ただ	ろう	3153
ただ	ろうか	8436
ただ	一つ	4936
ただ	一人	4144
ただ	互い	3455
ただ	使う	8433
ただ	信じる	8433
ただ	口	5065
ただ	口先	5065
ただ	同様	6239
ただ	同然	6239
ただ	座っ	8433
ただ	強く	8432
ただ	彼	3455
ただ	待っ	8432
ただ	時間	5064
ただ	時間つぶし	5065
ただ	歩き	5065
ただ	泣く	5603
ただ	白く	5065
ただ	相手	3455
ただ	知っ	8430
ただ	立っ	6238
ただ	結果	5065
ただ	見	3327
ただ	見守る	5065
ただ	運	8434
ただ	長く	5065
ただ	霧	5065
ただいま	、	2866
ただいま	お	2872
ただいま	お出まし	2873
ただいま	ルーニー	3871
ただいま	参り	2873
ただいま	品切れ	2873
ただいま	話し	1967
ただいま	通話	2873
ただいまー	」	1386
ただし	雨	827
ただちに	、	2566
ただちに	受け入れ	4264
ただちに	大阪	2570
ただちに	放送	2655
ただちに	正し	4264
ただちに	行動	960
ただちに	近く	4264
ただちに	送信	4264
ただ今	お客さん	2213
ただ今	すべて	2213
ただ今	座る	2213
ただ今	来客	2213
たち	、	6934
たち	。	6916
たち	あげ	8580
たち	あまり	8579
たち	から	4867
たち	からも	6973
たち	が	2550
たち	があ	8472
たち	がい	4971
たち	がか	6972
たち	がこ	6385
たち	がさ	8580
たち	がそ	5538
たち	がま	8570
たち	がみ	6973
たち	がも	8573
たち	くらい	8573
たち	ぜんいん	6974
たち	だ	5999
たち	だけ	6964
たち	だっ	6953
たち	だと	6962
たち	で	4465
たち	であっ	8552
たち	です	6000
たち	と	3362
たち	とい	6379
たち	とうま	6974
たち	とお	8576
たち	とそ	6973
たち	とど	8579
たち	ともう	6974
たち	とよ	8577
たち	な	6942
たち	に	2246
たち	にあ	6964
たち	にあう	8582
たち	にい	6965
たち	にやっ	8572
たち	の	2211
たち	のう	6972
たち	のそ	6972
たち	のた	5215
たち	のど	6385
たち	のも	6383
たち	は	933
たち	はあ	6379
たち	はい	5362
たち	はいろ	8578
たち	はう	6385
たち	はお	5364
たち	はかな	8574
たち	はき	8571
たち	はこ	4972
たち	はご	8577
たち	はし	8569
たち	はしっ	6974
たち	はしばし	8578
たち	はす	5748
たち	はすば	6972
たち	はず	6018
たち	はた	6972
たち	はたく	8576
たち	はち	6972
たち	はつ	6972
たち	はと	6380
たち	はな	6383
たち	はは	8574
たち	はま	6017
たち	はまる	8579
たち	はみ	3478
たち	はめ	8580
たち	はもう	5364
たち	はもっ	6972
たち	はやっ	8579
たち	は行	5365
たち	へ	8529
たち	ます	6012
たち	みな	6974
たち	みんな	5216
たち	も	6374
たち	もい	8570
たち	ょ	6974
たち	を	2798
たち	アイルランド	8583
たち	一人一人	8583
たち	二人	5539
たち	仲	8579
たち	全て	6385
たち	全員	5750
たち	座っ	8578
たち	注意	8572
たち	近く	8577
たちどころ	に	1379
たちのこ	と	575
たちのこ	とが	2772
たちまち	パニック	1386
たちより	上	2484
たちより	先	2485
たちより	良く	2485
たっ	の	1378
たった	、	6882
たった	。	3854
たった	と	5285
たった	ら	5290
たった	一つ	5290
たった	一人	2178
たった	今	193
たった	四	6900
たって	、	2500
たって	。	3708
たって	いい	5333
たって	いた	1841
たって	いな	5336
たって	いる	3728
たって	から	5291
たって	ください	5331
たって	へっちゃら	5337
たって	みる	3728
たって	も	3136
たって	ゆく	3728
たって	わかり	5336
たって	アメリカ	5334
たって	偏見	5337
たって	同じ	5334
たって	増加	5337
たって	大きな	5331
たって	大した	5337
たって	大雪	5337
たって	平和	5336
たって	彼	3725
たって	感じ	5334
たって	構わ	5337
たって	気	5328
たって	無意味	5337
たって	無理	5336
たって	無駄	3728
たって	確実	5337
たって	行く	5334
たって	首都	5337
たって	驚か	5337
たっぷり	と	1853
たっぷり	とるこ	3466
たっぷり	休める	3466
たっぷり	持っ	3465
たっぷり	時間	1268
たつ	こと	3176
たつ	もり	345
たて	、	4313
たて	た	1285
たて	て	2132
たて	てい	1765
たて	ては	2721
たて	の	4267
たて	ます	4323
たて	られ	4327
たてる	。	3168
たてる	こと	613
たてる	な	3173
たで	あろう	3617
たで	き	6181
たで	ぎっしり	6182
たで	しょ	3349
たで	しょう	2071
たで	す	899
たで	すか	1491
たで	すね	2290
たで	すわ	4573
たで	覆わ	6182
たと	、	7975
たと	あきらめ	8144
たと	おり	4035
たと	き	1937
たと	きい	8144
たと	きか	6536
たと	きちょう	6536
たと	きに	3802
たと	きの	5312
たと	きのこ	8145
たと	きはめ	8145
