# a	b	kn_cost  (trigram-backed, kappa=1000.0, d=0.75)
ケン	とけん	4494
ケン	とそ	8683
ケン	に	5841
ケン	にあ	6102
ケン	によっ	7074
ケン	の	5620
ケン	のこ	8673
ケン	は	210
ケン	はあ	6102
ケン	はう	4494
ケン	はき	6103
ケン	はつ	6103
ケン	も	6101
ケン	より	7073
ケン	を	5840
ケン	君	6103
ケンイチ	は	824
ケント	に	469
ケンブリッジ	で	469
ケー	ト	208
ケーキ	が	3069
ケーキ	があっ	8255
ケーキ	がい	2395
ケーキ	がや	6064
ケーキ	だ	6641
ケーキ	に	2383
ケーキ	にろう	6652
ケーキ	の	4760
ケーキ	のど	4960
ケーキ	は	4452
ケーキ	はい	8248
ケーキ	はう	6652
ケーキ	はお	5696
ケーキ	はす	6651
ケーキ	はと	6063
ケーキ	を	367
ケーキ	をつ	8254
ケーキ	一	4960
ケーキ	作り	4960
ケーキ	職人	4960
ケース	が	3315
ケース	だ	3318
ケース	だと	4927
ケース	に	1885
ケース	の	1250
ケース	のこ	4928
ケース	は	2729
ケース	を	1434
ケーブル	が	1381
ゲ	アハ	827
ゲイ	の	329
ゲスト	ルーム	1386
ゲティスバーグ	演説	470
ゲリラ	の	1378
ゲート	から	2768
ゲート	です	2765
ゲート	事件	1163
ゲーム	が	3103
ゲーム	があ	6887
ゲーム	しま	5300
ゲーム	だっ	5298
ゲーム	で	4073
ゲーム	なら	6905
ゲーム	に	2567
ゲーム	につい	6901
ゲーム	の	1207
ゲーム	のこ	6903
ゲーム	は	2620
ゲーム	はたく	6910
ゲーム	はと	6900
ゲーム	はやさ	5303
ゲーム	を	1194
ゲーム	をし	3198
ゲーム	をす	4346
ゲーム	カセット	2976
ゲーム	パッド	6912
ゲーム	上	6909
コ	が	4594
コ	は	575
コ	はつら	4618
コ	ズ	2003
コ	ルコ	2003
コさ	ん	2079
コさ	んで	2079
コアラ	は	1814
コアラ	を	489
コイン	があ	4438
コイン	で	2595
コイン	に	2593
コイン	の	4391
コイン	は	4404
コイン	も	2599
コイン	を	700
コカ・コーラ	が	2357
コカ・コーラ	の	1063
ココ	がそ	5336
ココ	と	3725
ココ	は	351
ココ	はす	3424
ココ	自身	1814
ココア	を	119
コショウ	を	207
コスト	と	3267
コスト	は	3253
コスト	も	3277
コスト	を	3245
コスト	高	1247
コチコチ	の	1378
コック	にな	875
コック	になっ	2483
コップ	から	5936
コップ	が	4781
コップ	があ	4505
コップ	がい	4985
コップ	で	5923
コップ	なんだ	7548
コップ	に	875
コップ	にいっ	7548
コップ	につい	7540
コップ	の	2165
コップ	は	2410
コップ	を	1328
コップ	一杯	7550
コップ	半分	7550
コップ	型	4787
コップ	持っ	7548
コップ	持参	7550
コップ	類	3177
コツ	を	468
コテージ	は	1380
コト	です	1384
コナーズ	は	469
コネ	を	1379
コピっ	てい	1384
コピー	したも	5170
コピー	して	2972
コピー	じゃ	3561
コピー	する	809
コピー	です	5147
コピー	の	2414
コピー	は	5116
コピー	はい	3560
コピー	を	1672
コピー機	の	151
コブ	、	298
コブ	だけ	2144
コペルニクス	は	151
コマーシャル	を	1379
コミュニケーション	」	4714
コミュニケーション	が	3099
コミュニケーション	する	3106
コミュニケーション	と	2635
コミュニケーション	の	1941
コミュニケーション	は	3097
コミュニケーション	はと	4713
コミュニケーション	を	1250
コミュニケーション	不足	4718
コミュニケーション	能力	2639
コメット	の	1378
コメディ	が	469
コメディアン	だ	2361
コメディアン	は	1064
コメント	が	2070
コメント	をし	2077
コメント欄	の	1378
コラム	は	2472
コラム	を	872
コルク	の	823
コレクション	を	1379
コレクトコール	したい	2079
コレクトコール	を	2064
コレラ	患者	1386
コロコロ	、	1384
コロニー	の	1378
コロラド	に	469
コロンブス	が	2770
コロンブス	は	207
コロンブス	を	4359
コンガリ	焼け	1386
コンクリート	で	469
コンクリートブロック	を	468
コンクール	があ	2769
コンクール	で	2758
コンクール	に	1159
コンコルド	の	2063
コンコルド	機	2079
コンコーダンス	を	468
コンサルタント	を	1379
コンサート	が	4649
コンサート	があ	8126
コンサート	だっ	6534
コンサート	で	5310
コンサート	とい	8136
コンサート	とさ	8147
コンサート	に	368
コンサート	の	1877
コンサート	は	3170
コンサート	はい	8136
コンサート	へ	4929
コンサート	へい	8147
コンサート	を	3971
コンサート	をす	8137
コンサート	スケジュール	8148
コンサート	チケット	2928
コンサート	会場	8148
コンサートホール	にな	1385
コンタクト	が	2070
コンタクト	して	2076
コンタクトレンズ	を	823
コンテスト	で	1218
コンテスト	に	565
コントロール	でき	1386
コンドミニアム	です	1384
コンドル	は	151
コンドーム	を	468
コンバーチブル	で	825
コンパクト	の	1378
コンピュータ	など	2079
コンピュータ	の	2063
コンピューター	が	2084
コンピューター	がつ	6874
コンピューター	がな	6871
コンピューター	で	5433
コンピューター	でか	6875
コンピューター	なし	8480
コンピューター	など	8473
コンピューター	に	2878
コンピューター	につい	3579
コンピューター	によっ	8475
コンピューター	の	1369
コンピューター	のこ	4952
コンピューター	は	1375
コンピューター	はい	6871
コンピューター	はと	5218
コンピューター	も	8448
コンピューター	もい	8480
コンピューター	を	1518
コンピューター	ゲーム	5265
コンピューター	プログラマー	8484
コンピューター	・	4651
コンピューター	事業	8482
コンピューター	会社	6874
コンピューター	制度	8483
コンピューター	時代	6874
コンピューター	業界	8484
コンピューター	犯罪	6875
コンピューター	用	8480
コンピューター	用品	8484
コンピューター	通信	5219
コンフィグ	だけ	1386
コーク	の	1160
コーク	を	1160
コース	は	574
コース	を	2757
コーチ	して	2567
コーチ	の	2640
コーチ	は	395
コーチ	はい	4761
コーチ	をし	3154
コート	が	5369
コート	がきっ	7258
コート	だね	8865
コート	で	8800
コート	なし	6670
コート	に	5368
コート	の	1889
コート	のか	8864
コート	のそ	8866
コート	は	4896
コート	はあ	6669
コート	はち	8866
コート	はつ	7258
コート	を	197
コード	をつ	1386
コーパス	を	1379
コーヒー	、	6430
コーヒー	か	6062
コーヒー	が	2590
コーヒー	がい	3866
コーヒー	がこ	4454
コーヒー	がな	7654
コーヒー	ください	6063
コーヒー	だ	6695
コーヒー	だけ	7655
コーヒー	で	4101
コーヒー	です	7639
コーヒー	と	6694
コーヒー	とど	6704
コーヒー	なし	7658
コーヒー	に	3425
コーヒー	にし	6701
コーヒー	にた	9263
コーヒー	の	1989
コーヒー	のど	7659
コーヒー	は	2372
コーヒー	はあ	5666
コーヒー	はい	3450
コーヒー	はち	9264
コーヒー	はと	6062
コーヒー	はに	9268
コーヒー	はもっ	3866
コーヒー	も	9221
コーヒー	よ	7655
コーヒー	より	3316
コーヒー	を	797
コーヒー	をの	7071
コーヒー	一杯	3848
コーヒー	三	4454
コーヒー	党	9268
コーヒー	好き	9263
コーヒー	店	5667
コーヒー	無し	9268
コーヒー	用	6063
コーヒー	豆	9269
コーヒー	飲み	6063
コーヒーカップ	です	2074
コーヒーカップ	の	2063
コーヒーショップ	があっ	3753
コーヒーショップ	は	179
コーヒーポット	が	825
コーラ	が	2763
コーラ	を	574
コール	」	1386
コールドゲーム	になっ	470
コーン	・	470
ゴキブリ	に	2353
ゴキブリ	を	1064
ゴズ	ビ	827
ゴチャゴチャ	文句	827
ゴッホ	が	469
ゴミ	は	3042
ゴミ	を	1446
ゴミ	処理	1214
ゴム	と	2762
ゴム	の	2748
ゴム	をす	1163
ゴメン	よ	1386
ゴリラ	で	2277
ゴリラ	に	2861
ゴリラ	の	747
ゴリラ	のた	4475
ゴリラ	財団	1684
ゴルフ	が	1907
ゴルフ	がお	5948
ゴルフ	だ	5920
ゴルフ	で	5897
ゴルフ	に	4326
ゴルフ	の	3743
ゴルフ	は	3113
ゴルフ	はやり	5950
ゴルフ	を	3112
ゴルフ	をし	1660
ゴルフ	をす	821
ゴルファー	だ	2361
ゴルファー	は	1064
ゴルフクラブ	に	2065
ゴルフクラブ	の	2063
ゴロゴロ	して	2481
ゴロゴロ	しま	875
ゴワゴワ	した	1384
ゴーっ	と	1383
ゴーグル	は	151
ゴードン	は	151
ゴール	が	4844
ゴール	に	648
ゴール	の	4819
ゴール	へ	3272
ゴール	まで	2685
ゴール	を	2046
ゴール	イン	4883
ゴール	前	3273
ゴールデンウイーク	に	1379
ゴールド	ロレックス	1386
ゴーレム	は	1380
サイ	ダ	1386
サイクリング	に	796
サイクリング	にい	2994
サイクリング	を	2973
サイコ	だ	1383
サイズ	、	4538
サイズ	いくつ	2955
サイズ	が	2361
サイズ	です	4534
サイズ	なら	4560
サイズ	の	4471
サイズ	は	2359
サイズ	はあ	2953
サイズ	はい	4556
サイズ	はお	1345
サイズ	を	4475
サイズ	八番	4564
サイダー	を	823
サイト	に	2464
サイト	へ	2483
サイト	内	2485
サイド	に	1379
サイドブレーキ	上げ	1386
サイフ	がな	826
サイモン	。	1162
サイモン	と	1162
サイレン	が	469
サイン	が	4483
サイン	して	2309
サイン	を	793
サイン	をし	4502
サイン	書い	1343
サウジアラビア	で	1516
サウジアラビア	は	1514
サウンド	が	2475
サウンド	・	875
サクラ	の	98
サクランボ	や	1386
サザエ	は	151
サスペンス	映画	1386
サダム	が	151
サッカー	が	2890
サッカー	で	5147
サッカー	です	6730
サッカー	と	2575
サッカー	とい	6762
サッカー	に	2636
サッカー	の	3288
サッカー	のこ	6765
サッカー	は	751
サッカー	も	6752
サッカー	を	3932
サッカー	をし	2143
サッカー	をす	2977
サッカー	チーム	3970
サッカー	ファン	5164
サッカー	ボール	5163
サッカー	観戦	6773
サッサと	運ん	1386
サテライト	と	469
サハラ	は	1514
サハラ	はと	1519
サブ	アド	3466
サブ	ロン	247
サボっ	たから	2079
サボっ	てい	2076
サポート	して	2076
サポート	しま	2078
サミット	が	1516
サミット	参加国	1520
サミー	さん	1163
サミー	デービス	1163
サム	に	1411
サム	は	453
サム	はす	2367
サム	はと	6171
サメ	がそ	827
サヨナラ	と	825
サラ	。	469
サラダ	で	4417
サラダ	と	4426
サラダ	にし	4442
サラダ	のど	4446
サラダ	はい	4442
サラダ	を	313
サラリーマン	だ	2074
サラリーマン	です	2074
サリー	の	1443
サリー	は	488
サリー	・	3053
サル	がい	2954
サル	の	1997
サル	は	672
サル	を	1729
サルファ	剤	1386
サルモネラ	汚染	470
サロン	で	469
サングラス	かけ	1386
サンタクロース	がい	1135
サンタクロース	の	1132
サンタクロース	を	3309
サンダル	で	2070
サンダル	履い	2079
サンド	を	1379
サンドイッチ	が	4125
サンドイッチ	だっ	1961
サンドイッチ	と	2545
サンドイッチ	なら	1961
サンドイッチ	に	2539
サンドイッチ	につける	4159
サンドイッチ	を	1590
サンドラ	は	16
サンフランシスコ	が行	3465
サンフランシスコ	に	1851
サンフランシスコ	へ	901
サンフランシスコ	行き	3465
サンプリング	の	468
サンプル	が	825
サンマ	さん	1386
サー	・	152
サーカス	で	3269
サーカス	とい	3281
サーカス	の	530
サード	だ	1383
サーバ	が	1757
サーバ	で	1757
サーバ	の	1446
サーバー	が	151
サービス	があ	5813
サービス	がよい	5831
サービス	しな	5825
サービス	する	5806
サービス	と	4213
サービス	に	5724
サービス	にし	5820
サービス	の	802
サービス	のた	4222
サービス	は	3260
サービス	を	2992
サービス	をし	5815
サービス	代金	5833
サービス	産業	1501
サービス	経済	3110
サービス	結構	5832
サービス料	は	2472
サービス料	も	875
サーファー	の	1378
サーブ	して	2480
サーブ	だ	2476
サーブ	を	2462
ザ	ワールド	1386
ザンビア	から	2078
ザンビア	は	469
シアター	へ	1386
シアトル	に	824
シェイク	スペア	1386
シェイクスピア	が	4720
シェイクスピア	の	839
シェイクスピア	は	2831
シェイクスピア	はあ	1227
シェイクスピア	を	3131
シェイクスピア	劇団	4750
シェラトン	ホテル	470
シェルター	があ	1385
シェークスピア	から	4962
シェークスピア	の	1413
シェークスピア	は	459
シェークスピア	コンコーダンス	4970
シェークスピア	・	4969
シェーバー	から	1385
シカ	は	246
シカ	を	3450
シカゴ	から	1110
シカゴ	で	3113
シカゴ	に	1801
シカゴ	にい	4726
シカゴ	へ	3120
シカゴ	を	2357
シカゴ	発	4730
シカゴ	経由	2363
シガー	を	1379
シスター	が	1381
システム	が	4195
システム	です	2625
システム	に	2617
システム	の	2615
システム	のこ	1970
システム	のも	4236
システム	はま	4237
システム	を	1619
システム	研修	4239
シチュー	は	1565
シチュー	はい	3176
シチュー	を	978
シップ	」	288
シドニー	から	2768
シドニー	に	2751
シドニー	にま	1163
シフ	ェ	1386
シモン	・	470
シャイロック	は	151
シャッター	を	823
シャッターチャンス	を	1379
シャッポ	を	1379
シャツ	と	4698
シャツ	に	1581
シャツ	は	2151
シャツ	はあ	3108
シャツ	はまだ	4717
シャツ	を	786
シャトル	バス	1386
シャネラー	」	470
シャネル	の	1513
シャネル	を	1513
シャベル	で	1381
シャボン玉	は	151
シャワー	で	4794
シャワー	に	2839
シャワー	によ	3242
シャワー	の	2410
シャワー	のた	4846
シャワー	や	3241
シャワー	よる	4852
シャワー	を	1283
シャワー	をし	2849
シャワー	をす	4844
シャワー	状	2655
シャワー	状態	2850
シャンプー	がな	1519
シャンプー	と	1517
シャンペン	も	2365
シャンペン	を	1064
シャーウッド	の	468
シャープペンシル	を	1379
シュミット	さん	1520
シュミット	氏	1520
シュレーダー	は	1380
シュヴァイツァー	は	151
シューズ	を	1379
シュート	だろう	470
ショウブ	が	1381
ショック	から	2877
ショック	だっ	2555
ショック	で	400
ショック	でし	5919
ショック	の	3718
ショック	のた	5919
ショック	や	5919
ショック	を	2310
ショッピング	に	469
ショッピングセンター	の	1754
ショッピングセンター	は	1021
ショッピングセンター	を	3037
ショパン	を	287
ショベル	は	1380
ショルダーバッグ	を	1379
ショー	があ	5012
ショー	だ	3409
ショー	で	3406
ショー	に	4961
ショー	の	3400
ショー	は	588
ショー	はい	2408
ショー	はすば	3414
ショー	を	3400
ショーウインドー	を	1379
ショートケーキ	を	1379
シリアス	な	1385
シルクロード	を	468
シルビア	は	151
シロ	オニ	152
シンガポール	から	3792
シンガポール	で	749
シンガポール	につい	2185
シンガポール	の	2182
シンガポール	は	3783
シンガポール	はい	3793
シンガポール	を	2182
シンクロ	界	1386
シングル	にし	141
シングル	の	3960
シンシア	が	151
シンジ	が	1161
シンジ	を	1160
シンディ	、	151
シンデレラ	を	468
シンナー	など	827
シンバル	が	151
シンパ	を	1379
シンプル	なと	470
シンメトリー	」	470
シー	は	287
シークレット・サービス	は	151
シーザー	は	73
シーズン	が	2070
シーズン	パス	2079
シーソーゲーム	だっ	1385
シーツ	を	468
シート	に	1447
シート	を	3037
シート	横	1214
シートベルト	を	348
シートベルト	をし	2010
シーフ	・	1386
シーリア	に	2065
シーリア	にあっ	2079
シーン	が	1161
シーン	とし	1163
ジェイ	は	151
ジェイムズ	の	1160
ジェイムズ	は	1161
ジェイン	だっ	3280
ジェイン	に	1670
ジェイン	は	825
ジェスチャー	が	3739
ジェスチャー	は	298
ジェスチャー	を	3730
ジェット機	が	2700
ジェット機	の	4281
ジェット機	は	293
ジェット機	はまる	4313
ジェニファー	を	468
ジェニー	バ	1386
ジェフ	と	151
ジェリー	だ	2074
ジェリー	と	2073
ジェン	は	151
ジェントルマン	と	825
ジェームス	です	2074
ジェームス	と	2073
ジェームズ	から	2771
ジェームズ	と	4362
ジェームズ	にし	4377
ジェームズ	を	1161
ジェームズ	グルー	1163
ジェームズ	氏	2772
ジェーン	、	4501
ジェーン	。	8965
ジェーン	かと	9045
ジェーン	が	3229
ジェーン	がそ	5757
ジェーン	さん	7438
ジェーン	だと	9031
ジェーン	と	3934
ジェーン	とそ	9046
ジェーン	に	5074
ジェーン	にあ	7436
ジェーン	の	3497
ジェーン	のと	9041
ジェーン	は	281
ジェーン	はい	9029
ジェーン	はお	4501
ジェーン	はかな	6111
ジェーン	はず	6111
ジェーン	はたい	4501
ジェーン	はと	2892
ジェーン	はま	6111
ジェーン	はもう	3546
ジェーン	も	5917
ジェーン	もそ	7438
ジェーン	より	7436
ジェーン	を	5040
ジェーン	・	7438
ジグソー	だと	470
ジッパー	はき	1386
ジブ	の	151
ジミー	、	2954
ジミー	は	122
ジム	、	3103
ジム	が	4451
ジム	がそ	5385
ジム	が行	6175
ジム	くん	4566
ジム	だけ	6175
ジム	で	8649
ジム	と	4947
ジム	に	4945
ジム	によっ	8754
ジム	の	3564
ジム	のせ	6197
ジム	のた	6196
ジム	は	293
ジム	はあ	4566
ジム	はお	3978
ジム	はす	3978
ジム	はと	4566
ジム	はまだ	3342
ジム	はもう	4566
ジム	ほど	7151
ジム	を	5901
ジム	・	4566
ジム	以外	6175
ジャイアンツ	です	3458
ジャイアンツ	と	632
ジャイアンツ	に	1852
ジャガイモ	、	2766
ジャガイモ	が	2758
ジャガイモ	の	1158
ジャケット	は	631
ジャケット	はこ	3465
ジャケット	を	1852
ジャズ	が	1190
ジャズ	に	1822
ジャズ	につい	4021
ジャズ	の	3962
ジャズ	も	4016
ジャズ	を	3965
ジャズ	コンサート	4025
ジャズ	ミュージシャン	4025
ジャッキー	が	151
ジャック	、	3163
ジャック	が	4763
ジャック	がき	4773
ジャック	でし	6803
ジャック	です	5193
ジャック	と	5190
ジャック	とい	6800
ジャック	に	4601
ジャック	の	3160
ジャック	のそ	3163
ジャック	は	402
ジャック	はい	3163
ジャック	はいろ	4773
ジャック	はた	3163
ジャック	を	3825
ジャネット	は	151
ジャパン	・	152
ジャマイカ	に	717
ジャマイカ	の	1244
ジャム	です	1384
ジャン	。	1383
ジャングル	に	2471
ジャングル	を	872
ジャンスキー	が	151
ジャンプ	して	2076
ジャンプ	する	2076
ジャンボ機	は	824
ジャー	の	1378
ジャーナリスト	にな	398
ジャーナリスト	はい	3059
ジャーン	。	1066
ジャーン	と	2360
ジュ	デイ	152
ジュディ	から	5890
ジュディ	さん	682
ジュディ	さんと	2901
ジュディ	はと	2208
ジュディ	ー	1253
ジュニア	が	1566
ジュニア	にあっ	1569
ジュニア	は	1565
ジュネーブ	湖	1386
ジュリアス	・	470
ジュリエット	の	468
ジュリー	、	1528
ジュリー	は	305
ジュンコ	は	1514
ジュンコ	はい	1519
ジュース	は	1758
ジュース	を	602
ジョアン	で	36
ジョギング	して	4703
ジョギング	する	3106
ジョギング	で	2007
ジョギング	に	3096
ジョギング	の	2006
ジョギング	は	3098
ジョギング	はもう	4716
ジョギング	をし	2153
ジョギング	をす	1499
ジョッキ	を	1379
ジョディ	はまる	152
ジョニー	と	2365
ジョニー	とい	3975
ジョニー	は	330
ジョン	、	4819
ジョン	。	8145
ジョン	が	3185
ジョン	がき	7016
ジョン	がそ	10346
ジョン	がな	5407
ジョン	しか	10349
ジョン	だ	8725
ジョン	だっ	10313
ジョン	で	10182
ジョン	です	8727
ジョン	と	2579
ジョン	とい	7521
ジョン	とお	10353
ジョン	に	3592
ジョン	にあっ	8746
ジョン	になお	10356
ジョン	によ	10341
ジョン	の	3587
ジョン	のせ	8746
ジョン	は	323
ジョン	はあ	4452
ジョン	はい	3649
ジョン	はお	7016
ジョン	はき	5407
ジョン	はこ	4819
ジョン	はし	7016
ジョン	はす	6766
ジョン	はてん	8746
ジョン	はと	7016
ジョン	はな	8744
ジョン	はま	7016
ジョン	はもう	4452
ジョン	へ	10333
ジョン	もま	10354
ジョン	を	5113
ジョン	以外	4452
ジョン	宛	10356
ジョンソン	が	2273
ジョンソン	さん	1007
ジョンソン	の	3876
ジョンソン	一家	3884
ジョンソン	氏	839
ジョー	、	2208
ジョー	が	4281
ジョー	と	4283
ジョー	の	3328
ジョー	は	321
ジョー	はや	3818
ジョー	一杯	3818
ジョーカー	を	1379
ジョーク	が	4134
ジョーク	で	2544
ジョーク	の	1112
ジョーク	は	2543
ジョーク	を	1323
ジョージ	が	4290
ジョージ	がこ	4184
ジョージ	は	148
ジョージ	はお	4292
ジョージ	を	5130
ジョージ	先生	2683
ジョージア州	が	825
ジョーダン	さん	65
ジョーン	と	834
ジョーン	は	674
ジョーンズ	さん	1199
ジョーンズ	さんと	1368
ジョーンズ	の	3626
ジョーンズ	先生	3285
ジョーンズ	夫人	5830
ジョーンズ	夫妻	3663
ジョーンズ	氏	1239
ジリジリ	する	1385
ジル	が	4134
ジル	に	1958
ジル	の	702
ジル	は	2308
ジル	を	4121
ジロウ	はす	1519
ジロウ	はま	1520
ジロジロ	見る	1386
ジン	で	825
ジンバブエ	は	2355
ジンバブエ	はか	1068
ジン・トニック	を	823
ジーパン	に	1667
ジーパン	はみ	1674
ジーパン	を	2749
ジーン	は	298
ジーン	はす	2144
ジーンズ	は	155
ジーンズ	はと	5073
ジーンズ	を	2508
ス	は	2363
ス	ポロ	330
ス	場所	3976
スイカ	は	1380
スイス	に	2951
スイス	の	330
スイス	へ	1999
スイッチ	に	2767
スイッチ	は	1336
スイッチ	を	668
スイッチ	をつ	4380
スイートルーム	を	1379
スウィッチ	に	1379
スウェーデン	で	469
スエズ	運河	470
スカイダイビング	に	329
スカスカ	じゃ	1386
スカート	がお	4341
スカート	がま	5949
スカート	だ	5923
スカート	と	4334
スカート	に	5881
スカート	は	2729
スカート	はす	5947
スカート	まで	5945
スカート	を	204
スカート	部分	5950
スカーフ	で	3163
スカーフ	を	611
スカーフ	をし	3175
スキッパー	と	1383
スキャンダル	が	4038
スキャンダル	で	4038
スキャンダル	と	1505
スキャンダル	に	4023
スキャンダル	は	1091
スキャンダル	はや	4071
スキャンダル	を	4019
スキューバダイビング	ほど	1519
スキューバダイビング	を	1513
スキー	、	6953
スキー	が	2600
スキー	しに	5378
スキー	で	6910
スキー	でけ	6987
スキー	と	6934
スキー	に	943
スキー	にいっ	4790
スキー	の	2061
スキー	は	2364
スキー	も	6968
スキー	もと	6987
スキー	を	3373
スキー	をし	3768
スキー	をす	1735
スキー	板	3975
スキーウェア	は	1380
スキー場	で	1381
スギ	の	1378
スクラップ	だ	1383
スクール	に	469
スクールバス	が	151
スケジュール	が	1920
スケジュール	で	3837
スケジュール	など	3869
スケジュール	に	1918
スケジュール	は	3828
スケジュール	を	2251
スケジュール	通り	2262
スケルトン	博士	152
スケーター	はこ	827
スケート	が	1783
スケート	した	5096
スケート	だ	5086
スケート	と	3039
スケート	に	3491
スケート	の	1432
スケート	は	5054
スケート	はと	3043
スケート	をし	1618
スケート	をす	2634
スコア	だ	2074
スコア	は	2067
スコッチ	を	1379
スコット	と	2143
スコット	教授	298
スコットランド	で	4540
スコットランド	です	4551
スコットランド	に	1008
スコットランド	の	2363
スコットランド	は	1008
スタイル	が	1584
スタイル	がい	1587
スタイル	は	2169
スタイル	を	2167
スタイル	をし	3779
スタイン	先生	152
スタジオ	に	824
スタッフ	がい	3281
スタッフ	に	1302
スタッフ	の	2103
スタッフ	全員	2113
スタバ	で	469
スタメン	にな	1385
スタローン	は	151
スタンド	は	2067
スタンド	まで	2078
スター	が	3719
スター	な	3741
スター	に	3705
スター	にし	2143
スター	にな	3747
スター	になっ	3747
スター	の	1292
スターズ	は	469
スタート	した	1555
スタート	する	3745
スタート	で	3729
スタート	を	999
スタート	をし	3748
スチュワーデス	と	1383
スチュワート	がそ	470
スチーム	ショベル	827
スッキリ	させ	1386
スティーブ	は	64
ステッカー	を	1379
ステッキ	で	2470
ステッキ	の	2461
ステッキ	を	2462
ステラ	と	2073
ステラ	とい	2078
ステレオ	の	636
ステレオ	は	2768
ステレオ	を	1402
ステレオ	無し	4382
ステーキ	と	2933
ステーキ	に	2929
ステーキ	の	1326
ステーキ	は	1032
ステーキ	を	2276
ステージ	が	1671
ステージ	で	825
ステージ	に	3262
スト	に	978
スト	を	3155
スト	参加者	1569
ストッキング	が	2470
ストッキング	は	2466
ストッキング	伝線	2485
ストップ	した	1384
ストライキ	と	298
ストライキ	に	3732
ストライキ	をし	3750
ストライク	に	1379
ストリート	も	875
ストリート	ペーパー	2485
ストレス	が	735
ストレス	がた	4382
ストレス	で	2341
ストレス	に	4333
ストレス	の	4326
ストレス	や	4379
ストレス	を	2179
ストレス解消	によ	1386
ストロベリー	が	469
ストーブ	で	2363
ストーブ	の	1066
ストーブ	は	1777
ストーブ	を	1776
スパイ	だと	3174
スパイ	で	3149
スパイ	と	3158
スパイ	とし	3173
スパイ	は	3141
スパイ	を	3132
スパイス	を	1379
スパッツ	になっ	1385
スパナ	を	1379
スピルバーグ	の	823
スピーカー	が	1381
スピーキング	テスト	1386
スピーチ	した	5679
スピーチ	で	5646
スピーチ	でく	5698
スピーチ	です	5671
スピーチ	に	4074
スピーチ	にい	5694
スピーチ	の	3492
スピーチ	は	383
スピーチ	を	3493
スピーチ	をし	2202
スピーチ	をす	5692
スピード	が	4488
スピード	で	1941
スピード	を	418
スピード	違反	2898
スピードアップ	でき	2078
スピードアップ	を	2064
スピードメーター	は	824
スプリンクラー	が	825
スプーン	で	1672
スプーン	の	3839
スプーン	はい	2261
スプーン	を	825
スペア	劇団	1386
スペイン	から	3395
スペイン	で	4982
スペイン	に	2805
スペイン	の	232
スペイン	のと	5005
スペイン人	で	1381
スペイン語	が	2065
スペイン語	のど	3728
スペイン語	はなお	5337
スペイン語	はも	5337
スペイン語	も	3139
スペイン語	を	370
スペイン語	風	5337
スペル	です	3969
スペル	は	330
スペル	を	2362
スペース	が	2070
スペース	の	2063
スペースシャトル	は	824
スポット	と	2986
スポット	の	1381
スポット	を	1382
スポンジ	で	2357
スポンジ	は	1064
スポーツ	」	6280
スポーツ	が	1817
スポーツ	があっ	7879
スポーツ	がし	7887
スポーツ	がたい	7892
スポーツ	がな	6278
スポーツ	した	6268
スポーツ	しに	7892
スポーツ	だ	7783
スポーツ	だけ	4250
スポーツ	だっ	6274
スポーツ	で	4519
スポーツ	です	4843
スポーツ	と	4147
スポーツ	とい	4059
スポーツ	など	4150
スポーツ	に	3714
スポーツ	におい	6282
スポーツ	の	3275
スポーツ	は	1138
スポーツ	はい	6278
スポーツ	はから	4250
スポーツ	はし	2641
スポーツ	はだ	7889
スポーツ	はと	5693
スポーツ	はやり	6283
スポーツ	も	5690
スポーツ	もと	7891
スポーツ	より	7869
スポーツ	を	3357
スポーツ	をし	2780
スポーツ	をす	2233
スポーツ	クラブ	7891
スポーツ	タイプ	7891
スポーツ	チーム	6283
スポーツ	会	7890
スポーツ	担当	7891
スポーツ	活動	7890
スポーツ	用	7887
スポーツ	記者	7893
スポーツ	選手	4526
スポーツカー	が	2758
スポーツカー	の	2748
スポーツカー	を	1158
スポーツマン	だ	2479
スポーツマン	です	874
スミ	マセ	827
スミス	さん	868
スミス	さんと	3288
スミス	だっ	8904
スミス	の	3760
スミス	は	3125
スミス	はこ	5958
スミス	先生	2437
スミス	博士	4349
スミス	夫人	3113
スミス	夫妻	4349
スミス	姓	8920
スミス	家	3347
スミス	教授	3393
スミス	氏	1424
スモッグ	で	2357
スモッグ	は	1064
スライド	して	2076
スライド	を	2064
スラックス	はし	1386
スランプ	の	468
スリ	にあっ	725
スリ	にや	3060
スリ	を	3037
スリッパ	で	1671
スリッパ	を	824
スリム	が	1669
スリム	とい	1673
スリム	なま	2773
スリー	サイズ	827
スルー	し	1386
スレーター	氏	1386
スロット	を	329
スロー	ダンス	1386
スローガン	になっ	1385
スローモーション	で	469
スー	ちゃん	3156
スー	です	4757
スー	は	137
スーザン	から	6877
スーザン	からす	6887
スーザン	だ	4321
スーザン	に	6838
スーザン	の	4000
スーザン	は	136
スーザン	はな	2647
スージー	と	2651
スージー	の	2739
スージー	は	550
スージー	はに	2748
スージー	を	4226
スーツ	が	4238
スーツ	に	1707
スーツ	にあう	4277
スーツ	は	2657
スーツ	はい	4271
スーツ	はまだ	4275
スーツ	や	4273
スーツ	を	1055
スーツケース	から	3154
スーツケース	が	2012
スーツケース	がな	4762
スーツケース	に	1599
スーツケース	を	721
スーパー	が	4269
スーパー	だ	2699
スーパー	で	4269
スーパー	でよ	2703
スーパー	に	4251
スーパー	の	1971
スーパー	は	1972
